FORPRINT: Fri Nov 11 18:19:37 2011
      3710.00  1.89165e-14
      3730.00  1.86328e-14
      3740.00  1.84678e-14
      3760.00  1.81160e-14
      3780.00  1.77363e-14
      3790.00  1.75200e-14
      3810.00  1.71116e-14
      3820.00  1.69781e-14
      3840.00  1.68126e-14
      3860.00  1.65505e-14
      3870.00  1.63326e-14
      3890.00  1.58221e-14
      3910.00  1.54003e-14
      3920.00  1.52266e-14
      3940.00  1.49607e-14
      3950.00  1.48533e-14
      3970.00  1.45992e-14
      3990.00  1.42219e-14
      4000.00  1.39759e-14
      4020.00  1.35660e-14
      4040.00  1.34922e-14
      4050.00  1.35488e-14
      4070.00  1.36796e-14
      4090.00  1.36569e-14
      4110.00  1.34028e-14
      4120.00  1.32119e-14
      4140.00  1.27732e-14
      4160.00  1.23317e-14
      4170.00  1.21198e-14
      4190.00  1.17161e-14
      4210.00  1.13260e-14
      4220.00  1.11317e-14
      4240.00  1.08062e-14
      4260.00  1.07512e-14
      4280.00  1.10558e-14
      4290.00  1.12740e-14
      4310.00  1.16343e-14
      4330.00  1.17322e-14
      4350.00  1.15749e-14
      4360.00  1.14478e-14
      4380.00  1.11880e-14
      4400.00  1.10029e-14
      4420.00  1.08526e-14
      4440.00  1.06492e-14
      4450.00  1.05180e-14
      4470.00  1.01915e-14
      4490.00  9.85855e-15
      4510.00  9.59262e-15
      4520.00  9.47186e-15
      4540.00  9.23762e-15
      4560.00  9.04674e-15
      4580.00  8.95530e-15
      4600.00  8.94476e-15
      4620.00  8.93181e-15
      4630.00  8.90998e-15
      4650.00  8.81647e-15
      4670.00  8.62728e-15
      4690.00  8.34483e-15
      4710.00  7.99644e-15
      4730.00  7.65074e-15
      4750.00  7.46802e-15
      4760.00  7.50035e-15
      4780.00  7.85132e-15
      4800.00  8.41034e-15
      4820.00  8.88061e-15
      4840.00  9.12408e-15
      4860.00  9.11401e-15
      4880.00  8.85740e-15
      4900.00  8.47581e-15
      4920.00  8.15487e-15
      4940.00  7.97553e-15
      4950.00  7.92140e-15
      4970.00  7.83541e-15
      4990.00  7.74980e-15
      5010.00  7.63814e-15
      5030.00  7.50954e-15
      5050.00  7.40712e-15
      5070.00  7.34783e-15
      5090.00  7.31037e-15
      5110.00  7.25562e-15
      5130.00  7.16125e-15
      5150.00  7.03691e-15
      5170.00  6.90363e-15
      5190.00  6.77937e-15
      5210.00  6.66849e-15
      5230.00  6.55956e-15
      5250.00  6.44685e-15
      5270.00  6.33501e-15
      5290.00  6.22965e-15
      5320.00  6.08117e-15
      5340.00  5.98921e-15
      5360.00  5.90665e-15
      5380.00  5.83487e-15
      5400.00  5.77200e-15
      5420.00  5.71470e-15
      5440.00  5.65922e-15
      5460.00  5.60192e-15
      5480.00  5.54059e-15
      5500.00  5.46886e-15
      5530.00  5.31108e-15
      5550.00  5.17196e-15
      5570.00  5.05250e-15
      5590.00  5.00197e-15
      5610.00  5.02122e-15
      5630.00  5.06773e-15
      5660.00  5.10003e-15
      5680.00  5.05587e-15
      5700.00  4.94976e-15
      5720.00  4.81287e-15
      5750.00  4.69472e-15
      5770.00  4.77220e-15
      5790.00  4.97547e-15
      5810.00  5.21700e-15
      5840.00  5.45470e-15
      5860.00  5.46578e-15
      5880.00  5.37861e-15
      5910.00  5.20224e-15
      5930.00  5.08974e-15
      5950.00  4.97740e-15
      5980.00  4.81520e-15
      6000.00  4.71295e-15
      6020.00  4.62350e-15
      6050.00  4.52737e-15
      6070.00  4.48017e-15
      6090.00  4.43324e-15
      6120.00  4.34951e-15
      6140.00  4.28359e-15
      6170.00  4.18441e-15
      6190.00  4.13105e-15
      6220.00  4.06814e-15
      6240.00  4.02787e-15
      6270.00  3.97364e-15
      6290.00  3.95162e-15
      6320.00  3.91418e-15
      6340.00  3.85564e-15
      6370.00  3.72324e-15
      6390.00  3.65562e-15
      6420.00  3.71703e-15
      6440.00  3.92276e-15
      6470.00  4.41860e-15
      6500.00  4.90513e-15
      6520.00  5.12820e-15
      6550.00  5.27829e-15
      6580.00  5.20275e-15
      6600.00  5.05951e-15
      6630.00  4.81175e-15
      6660.00  4.58480e-15
      6690.00  4.36842e-15
      6710.00  4.22724e-15
      6740.00  4.03868e-15
      6770.00  3.89589e-15
      6800.00  3.78110e-15
      6830.00  3.66617e-15
      6860.00  3.54443e-15
      6880.00  3.46633e-15
      6910.00  3.37882e-15
      6940.00  3.36677e-15
      6970.00  3.41004e-15
      7000.00  3.43970e-15
      7030.00  3.44277e-15
      7060.00  3.41529e-15
      7090.00  3.36311e-15
      7120.00  3.30422e-15
      7150.00  3.23164e-15
      7190.00  3.12957e-15
      7220.00  3.06288e-15
      7250.00  2.99792e-15
      7280.00  2.92639e-15
      7310.00  2.86102e-15
      7350.00  2.80434e-15
      7380.00  2.76083e-15
      7410.00  2.71017e-15
      7450.00  2.64084e-15
      7480.00  2.58968e-15
      7520.00  2.51292e-15
      7550.00  2.41905e-15
      7590.00  2.26435e-15
      7620.00  2.21858e-15
      7660.00  2.23709e-15
      7690.00  2.25343e-15
      7730.00  2.27489e-15
      7770.00  2.29396e-15
      7810.00  2.29368e-15
      7840.00  2.27929e-15
      7880.00  2.23626e-15
      7920.00  2.20067e-15
      7960.00  2.18398e-15
      8000.00  2.14630e-15
      8040.00  2.10774e-15
      8080.00  2.06237e-15
      8130.00  1.91512e-15
      8170.00  1.86305e-15
      8210.00  1.88428e-15
      8260.00  1.86867e-15
      8300.00  1.86351e-15
      8350.00  1.88021e-15
      8400.00  1.89406e-15
      8440.00  1.89100e-15
      8490.00  1.84557e-15
      8540.00  1.79185e-15
      8590.00  1.75283e-15
      8650.00  1.72951e-15
      8700.00  1.73309e-15
