Executing C:\Documents and Settings\Administrator\My Documents\ZEMAX\MACROS\sedm_simulate_ray.zpl.
1008.0000 -0.0657 0.0774 0.3700 7.1294 -18.2142
1008.0000 -0.0657 0.0774 0.6450 7.1216 -15.4315
1008.0000 -0.0657 0.0774 0.9200 7.1257 -14.1752
1009.0000 -0.0657 0.0817 0.3700 7.0187 -19.1941
1009.0000 -0.0657 0.0817 0.6450 7.0139 -16.3620
1009.0000 -0.0657 0.0817 0.9200 7.0185 -15.0893
1010.0000 -0.0657 0.0860 0.3700 6.9076 -20.1891
1010.0000 -0.0657 0.0860 0.6450 6.9060 -17.3069
1010.0000 -0.0657 0.0860 0.9200 6.9112 -16.0173
1011.0000 -0.0657 0.0903 0.3700 6.7959 -21.1997
1011.0000 -0.0657 0.0903 0.6450 6.7979 -18.2665
1011.0000 -0.0657 0.0903 0.9200 6.8038 -16.9598
1012.0000 -0.0657 0.0946 0.3700 6.6886 -22.2385
1012.0000 -0.0657 0.0946 0.6450 6.6894 -19.2414
1012.0000 -0.0657 0.0946 0.9200 6.6961 -17.9171
1013.0000 -0.0657 0.0989 0.3700 6.5848 -23.3096
1013.0000 -0.0657 0.0989 0.6450 6.5805 -20.2320
1013.0000 -0.0657 0.0989 0.9200 6.5881 -18.8897
1014.0000 -0.0657 0.1032 0.3700 6.4864 -24.4276
1014.0000 -0.0657 0.1032 0.6450 6.4713 -21.2390
1014.0000 -0.0657 0.1032 0.9200 6.4799 -19.8783
1015.0000 -0.0657 0.1075 0.3700 0.0000 0.0000
1015.0000 -0.0657 0.1075 0.6450 6.3633 -22.2606
1015.0000 -0.0657 0.1075 0.9200 6.3714 -20.8838
1016.0000 -0.0657 0.1118 0.3700 0.0000 0.0000
1016.0000 -0.0657 0.1118 0.6450 6.2619 -23.3232
1016.0000 -0.0657 0.1118 0.9200 6.2628 -21.9057
1017.0000 -0.0657 0.1161 0.3700 0.0000 0.0000
1017.0000 -0.0657 0.1161 0.6450 0.0000 0.0000
1017.0000 -0.0657 0.1161 0.9200 6.1601 -22.9646
1018.0000 -0.0657 0.1204 0.3700 0.0000 0.0000
1018.0000 -0.0657 0.1204 0.6450 0.0000 0.0000
1018.0000 -0.0657 0.1204 0.9200 6.0958 -24.1583
1019.0000 -0.0657 0.1247 0.3700 0.0000 0.0000
1019.0000 -0.0657 0.1247 0.6450 0.0000 0.0000
1019.0000 -0.0657 0.1247 0.9200 0.0000 0.0000
1020.0000 -0.0657 0.1290 0.3700 0.0000 0.0000
1020.0000 -0.0657 0.1290 0.6450 0.0000 0.0000
1020.0000 -0.0657 0.1290 0.9200 0.0000 0.0000
1021.0000 -0.0620 -0.1226 0.3700 12.0064 16.9592
1021.0000 -0.0620 -0.1226 0.6450 12.0072 18.3091
1021.0000 -0.0620 -0.1226 0.9200 12.0303 19.1519
1022.0000 -0.0620 -0.1183 0.3700 11.8852 16.3451
1022.0000 -0.0620 -0.1183 0.6450 11.8812 17.7081
1022.0000 -0.0620 -0.1183 0.9200 11.9021 18.5529
1023.0000 -0.0620 -0.1140 0.3700 11.7635 15.7258
1023.0000 -0.0620 -0.1140 0.6450 11.7551 17.1033
1023.0000 -0.0620 -0.1140 0.9200 11.7709 17.9478
1024.0000 -0.0620 -0.1097 0.3700 11.6387 15.0981
1024.0000 -0.0620 -0.1097 0.6450 11.6299 16.4954
1024.0000 -0.0620 -0.1097 0.9200 11.6434 17.3425
1025.0000 -0.0620 -0.1054 0.3700 11.5148 14.4669
1025.0000 -0.0620 -0.1054 0.6450 11.5054 15.8841
1025.0000 -0.0620 -0.1054 0.9200 11.5181 16.7359
1026.0000 -0.0620 -0.1011 0.3700 11.3920 13.8321
1026.0000 -0.0620 -0.1011 0.6450 11.3812 15.2687
1026.0000 -0.0620 -0.1011 0.9200 11.3931 16.1253
1027.0000 -0.0620 -0.0968 0.3700 11.2697 13.1932
1027.0000 -0.0620 -0.0968 0.6450 11.2571 14.6491
1027.0000 -0.0620 -0.0968 0.9200 11.2682 15.5106
1028.0000 -0.0620 -0.0925 0.3700 11.1477 12.5497
1028.0000 -0.0620 -0.0925 0.6450 11.1331 14.0253
1028.0000 -0.0620 -0.0925 0.9200 11.1434 14.8918
1029.0000 -0.0620 -0.0882 0.3700 11.0257 11.9016
1029.0000 -0.0620 -0.0882 0.6450 11.0091 13.3971
1029.0000 -0.0620 -0.0882 0.9200 11.0187 14.2688
1030.0000 -0.0620 -0.0839 0.3700 10.9039 11.2486
1030.0000 -0.0620 -0.0839 0.6450 10.8853 12.7647
1030.0000 -0.0620 -0.0839 0.9200 10.8941 13.6417
1031.0000 -0.0620 -0.0796 0.3700 10.7821 10.5909
1031.0000 -0.0620 -0.0796 0.6450 10.7616 12.1279
1031.0000 -0.0620 -0.0796 0.9200 10.7698 13.0106
1032.0000 -0.0620 -0.0753 0.3700 10.6604 9.9282
1032.0000 -0.0620 -0.0753 0.6450 10.6382 11.4869
1032.0000 -0.0620 -0.0753 0.9200 10.6457 12.3753
1033.0000 -0.0620 -0.0710 0.3700 10.5389 9.2607
1033.0000 -0.0620 -0.0710 0.6450 10.5152 10.8417
1033.0000 -0.0620 -0.0710 0.9200 10.5220 11.7360
1034.0000 -0.0620 -0.0667 0.3700 10.4176 8.5884
1034.0000 -0.0620 -0.0667 0.6450 10.3924 10.1921
1034.0000 -0.0620 -0.0667 0.9200 10.3988 11.0927
1035.0000 -0.0620 -0.0624 0.3700 10.2965 7.9111
1035.0000 -0.0620 -0.0624 0.6450 10.2702 9.5383
1035.0000 -0.0620 -0.0624 0.9200 10.2760 10.4452
1036.0000 -0.0620 -0.0581 0.3700 10.1759 7.2288
1036.0000 -0.0620 -0.0581 0.6450 10.1484 8.8801
1036.0000 -0.0620 -0.0581 0.9200 10.1537 9.7936
1037.0000 -0.0620 -0.0538 0.3700 10.0556 6.5415
1037.0000 -0.0620 -0.0538 0.6450 10.0271 8.2175
1037.0000 -0.0620 -0.0538 0.9200 10.0320 9.1378
1038.0000 -0.0620 -0.0495 0.3700 9.9357 5.8491
1038.0000 -0.0620 -0.0495 0.6450 9.9065 7.5504
1038.0000 -0.0620 -0.0495 0.9200 9.9109 8.4776
1039.0000 -0.0620 -0.0452 0.3700 9.8163 5.1513
1039.0000 -0.0620 -0.0452 0.6450 9.7864 6.8786
1039.0000 -0.0620 -0.0452 0.9200 9.7905 7.8130
1040.0000 -0.0620 -0.0409 0.3700 9.6974 4.4482
1040.0000 -0.0620 -0.0409 0.6450 9.6669 6.2021
1040.0000 -0.0620 -0.0409 0.9200 9.6707 7.1438
1041.0000 -0.0620 -0.0366 0.3700 9.5791 3.7396
1041.0000 -0.0620 -0.0366 0.6450 9.5481 5.5206
1041.0000 -0.0620 -0.0366 0.9200 9.5515 6.4699
1042.0000 -0.0620 -0.0323 0.3700 9.4613 3.0252
1042.0000 -0.0620 -0.0323 0.6450 9.4300 4.8340
1042.0000 -0.0620 -0.0323 0.9200 9.4331 5.7911
1043.0000 -0.0620 -0.0280 0.3700 9.3440 2.3049
1043.0000 -0.0620 -0.0280 0.6450 9.3125 4.1421
1043.0000 -0.0620 -0.0280 0.9200 9.3153 5.1073
1044.0000 -0.0620 -0.0237 0.3700 9.2273 1.5785
1044.0000 -0.0620 -0.0237 0.6450 9.1957 3.4448
1044.0000 -0.0620 -0.0237 0.9200 9.1983 4.4182
1045.0000 -0.0620 -0.0194 0.3700 9.1112 0.8458
1045.0000 -0.0620 -0.0194 0.6450 9.0795 2.7417
1045.0000 -0.0620 -0.0194 0.9200 9.0819 3.7237
1046.0000 -0.0620 -0.0151 0.3700 8.9957 0.1064
1046.0000 -0.0620 -0.0151 0.6450 8.9640 2.0328
1046.0000 -0.0620 -0.0151 0.9200 8.9662 3.0234
1047.0000 -0.0620 -0.0108 0.3700 8.8807 -0.6397
1047.0000 -0.0620 -0.0108 0.6450 8.8492 1.3176
1047.0000 -0.0620 -0.0108 0.9200 8.8511 2.3173
1048.0000 -0.0620 -0.0065 0.3700 8.7663 -1.3930
1048.0000 -0.0620 -0.0065 0.6450 8.7350 0.5961
1048.0000 -0.0620 -0.0065 0.9200 8.7367 1.6049
1049.0000 -0.0620 -0.0022 0.3700 8.6524 -2.1537
1049.0000 -0.0620 -0.0022 0.6450 8.6214 -0.1322
1049.0000 -0.0620 -0.0022 0.9200 8.6230 0.8862
1050.0000 -0.0620 0.0022 0.3700 8.5391 -2.9221
1050.0000 -0.0620 0.0022 0.6450 8.5084 -0.8674
1050.0000 -0.0620 0.0022 0.9200 8.5099 0.1607
1051.0000 -0.0620 0.0065 0.3700 8.4262 -3.6985
1051.0000 -0.0620 0.0065 0.6450 8.3960 -1.6099
1051.0000 -0.0620 0.0065 0.9200 8.3973 -0.5717
1052.0000 -0.0620 0.0108 0.3700 8.3139 -4.4833
1052.0000 -0.0620 0.0108 0.6450 8.2841 -2.3599
1052.0000 -0.0620 0.0108 0.9200 8.2854 -1.3115
1053.0000 -0.0620 0.0151 0.3700 8.2019 -5.2767
1053.0000 -0.0620 0.0151 0.6450 8.1728 -3.1179
1053.0000 -0.0620 0.0151 0.9200 8.1740 -2.0588
1054.0000 -0.0620 0.0194 0.3700 8.0905 -6.0792
1054.0000 -0.0620 0.0194 0.6450 8.0619 -3.8841
1054.0000 -0.0620 0.0194 0.9200 8.0631 -2.8140
1055.0000 -0.0620 0.0237 0.3700 7.9794 -6.8910
1055.0000 -0.0620 0.0237 0.6450 7.9516 -4.6588
1055.0000 -0.0620 0.0237 0.9200 7.9527 -3.5775
1056.0000 -0.0620 0.0280 0.3700 7.8686 -7.7127
1056.0000 -0.0620 0.0280 0.6450 7.8417 -5.4424
1056.0000 -0.0620 0.0280 0.9200 7.8428 -4.3496
1057.0000 -0.0620 0.0323 0.3700 7.7582 -8.5445
1057.0000 -0.0620 0.0323 0.6450 7.7322 -6.2354
1057.0000 -0.0620 0.0323 0.9200 7.7334 -5.1306
1058.0000 -0.0620 0.0366 0.3700 7.6481 -9.3868
1058.0000 -0.0620 0.0366 0.6450 7.6231 -7.0380
1058.0000 -0.0620 0.0366 0.9200 7.6243 -5.9209
1059.0000 -0.0620 0.0409 0.3700 7.5382 -10.2402
1059.0000 -0.0620 0.0409 0.6450 7.5143 -7.8506
1059.0000 -0.0620 0.0409 0.9200 7.5156 -6.7209
1060.0000 -0.0620 0.0452 0.3700 7.4285 -11.1049
1060.0000 -0.0620 0.0452 0.6450 7.4059 -8.6737
1060.0000 -0.0620 0.0452 0.9200 7.4072 -7.5310
1061.0000 -0.0620 0.0495 0.3700 7.3189 -11.9814
1061.0000 -0.0620 0.0495 0.6450 7.2977 -9.5076
1061.0000 -0.0620 0.0495 0.9200 7.2992 -8.3515
1062.0000 -0.0620 0.0538 0.3700 7.2094 -12.8700
1062.0000 -0.0620 0.0538 0.6450 7.1897 -10.3528
1062.0000 -0.0620 0.0538 0.9200 7.1913 -9.1829
1063.0000 -0.0620 0.0581 0.3700 7.0999 -13.7713
1063.0000 -0.0620 0.0581 0.6450 7.0818 -11.2096
1063.0000 -0.0620 0.0581 0.9200 7.0837 -10.0256
1064.0000 -0.0620 0.0624 0.3700 6.9904 -14.6857
1064.0000 -0.0620 0.0624 0.6450 6.9741 -12.0786
1064.0000 -0.0620 0.0624 0.9200 6.9762 -10.8799
1065.0000 -0.0620 0.0667 0.3700 6.8808 -15.6134
1065.0000 -0.0620 0.0667 0.6450 6.8665 -12.9600
1065.0000 -0.0620 0.0667 0.9200 6.8689 -11.7463
1066.0000 -0.0620 0.0710 0.3700 6.7710 -16.5550
1066.0000 -0.0620 0.0710 0.6450 6.7588 -13.8543
1066.0000 -0.0620 0.0710 0.9200 6.7616 -12.6252
1067.0000 -0.0620 0.0753 0.3700 6.6610 -17.5108
1067.0000 -0.0620 0.0753 0.6450 6.6511 -14.7619
1067.0000 -0.0620 0.0753 0.9200 6.6543 -13.5171
1068.0000 -0.0620 0.0796 0.3700 6.5506 -18.4811
1068.0000 -0.0620 0.0796 0.6450 6.5433 -15.6833
1068.0000 -0.0620 0.0796 0.9200 6.5469 -14.4222
1069.0000 -0.0620 0.0839 0.3700 6.4398 -19.4664
1069.0000 -0.0620 0.0839 0.6450 6.4354 -16.6188
1069.0000 -0.0620 0.0839 0.9200 6.4395 -15.3411
1070.0000 -0.0620 0.0882 0.3700 6.3286 -20.4670
1070.0000 -0.0620 0.0882 0.6450 6.3272 -17.5688
1070.0000 -0.0620 0.0882 0.9200 6.3318 -16.2741
1071.0000 -0.0620 0.0925 0.3700 6.2168 -21.4833
1071.0000 -0.0620 0.0925 0.6450 6.2187 -18.5338
1071.0000 -0.0620 0.0925 0.9200 6.2240 -17.2217
1072.0000 -0.0620 0.0968 0.3700 6.1092 -22.5288
1072.0000 -0.0620 0.0968 0.6450 6.1098 -19.5142
1072.0000 -0.0620 0.0968 0.9200 6.1159 -18.1844
1073.0000 -0.0620 0.1011 0.3700 6.0061 -23.6090
1073.0000 -0.0620 0.1011 0.6450 6.0006 -20.5105
1073.0000 -0.0620 0.1011 0.9200 6.0076 -19.1626
1074.0000 -0.0620 0.1054 0.3700 0.0000 0.0000
1074.0000 -0.0620 0.1054 0.6450 5.8911 -21.5234
1074.0000 -0.0620 0.1054 0.9200 5.8989 -20.1569
1075.0000 -0.0620 0.1097 0.3700 0.0000 0.0000
1075.0000 -0.0620 0.1097 0.6450 5.7826 -22.5510
1075.0000 -0.0620 0.1097 0.9200 5.7899 -21.1684
1076.0000 -0.0620 0.1140 0.3700 0.0000 0.0000
1076.0000 -0.0620 0.1140 0.6450 5.6832 -23.6269
1076.0000 -0.0620 0.1140 0.9200 5.6811 -22.1964
1077.0000 -0.0620 0.1183 0.3700 0.0000 0.0000
1077.0000 -0.0620 0.1183 0.6450 0.0000 0.0000
1077.0000 -0.0620 0.1183 0.9200 5.5799 -23.2695
1078.0000 -0.0620 0.1226 0.3700 0.0000 0.0000
1078.0000 -0.0620 0.1226 0.6450 0.0000 0.0000
1078.0000 -0.0620 0.1226 0.9200 0.0000 0.0000
1079.0000 -0.0620 0.1269 0.3700 0.0000 0.0000
1079.0000 -0.0620 0.1269 0.6450 0.0000 0.0000
1079.0000 -0.0620 0.1269 0.9200 0.0000 0.0000
1080.0000 -0.0620 0.1312 0.3700 0.0000 0.0000
1080.0000 -0.0620 0.1312 0.6450 0.0000 0.0000
1080.0000 -0.0620 0.1312 0.9200 0.0000 0.0000
1081.0000 -0.0582 -0.1247 0.3700 11.5392 17.4259
1081.0000 -0.0582 -0.1247 0.6450 11.5413 18.7632
1081.0000 -0.0582 -0.1247 0.9200 11.5643 19.6035
1082.0000 -0.0582 -0.1204 0.3700 11.4190 16.8157
1082.0000 -0.0582 -0.1204 0.6450 11.4156 18.1642
1082.0000 -0.0582 -0.1204 0.9200 11.4343 19.0039
1083.0000 -0.0582 -0.1161 0.3700 11.2973 16.1987
1083.0000 -0.0582 -0.1161 0.6450 11.2892 17.5606
1083.0000 -0.0582 -0.1161 0.9200 11.3054 18.4022
1084.0000 -0.0582 -0.1118 0.3700 11.1726 15.5733
1084.0000 -0.0582 -0.1118 0.6450 11.1642 16.9549
1084.0000 -0.0582 -0.1118 0.9200 11.1771 17.7979
1085.0000 -0.0582 -0.1075 0.3700 11.0488 14.9443
1085.0000 -0.0582 -0.1075 0.6450 11.0398 16.3457
1085.0000 -0.0582 -0.1075 0.9200 11.0521 17.1933
1086.0000 -0.0582 -0.1032 0.3700 10.9262 14.3121
1086.0000 -0.0582 -0.1032 0.6450 10.9158 15.7326
1086.0000 -0.0582 -0.1032 0.9200 10.9273 16.5848
1087.0000 -0.0582 -0.0989 0.3700 10.8040 13.6757
1087.0000 -0.0582 -0.0989 0.6450 10.7919 15.1153
1087.0000 -0.0582 -0.0989 0.9200 10.8026 15.9723
1088.0000 -0.0582 -0.0946 0.3700 10.6821 13.0349
1088.0000 -0.0582 -0.0946 0.6450 10.6681 14.4938
1088.0000 -0.0582 -0.0946 0.9200 10.6780 15.3557
1089.0000 -0.0582 -0.0903 0.3700 10.5603 12.3894
1089.0000 -0.0582 -0.0903 0.6450 10.5443 13.8680
1089.0000 -0.0582 -0.0903 0.9200 10.5534 14.7350
1090.0000 -0.0582 -0.0860 0.3700 10.4385 11.7392
1090.0000 -0.0582 -0.0860 0.6450 10.4206 13.2379
1090.0000 -0.0582 -0.0860 0.9200 10.4291 14.1102
1091.0000 -0.0582 -0.0817 0.3700 10.3168 11.0841
1091.0000 -0.0582 -0.0817 0.6450 10.2971 12.6035
1091.0000 -0.0582 -0.0817 0.9200 10.3049 13.4813
1092.0000 -0.0582 -0.0774 0.3700 10.1952 10.4243
1092.0000 -0.0582 -0.0774 0.6450 10.1738 11.9650
1092.0000 -0.0582 -0.0774 0.9200 10.1810 12.8484
1093.0000 -0.0582 -0.0731 0.3700 10.0737 9.7597
1093.0000 -0.0582 -0.0731 0.6450 10.0508 11.3223
1093.0000 -0.0582 -0.0731 0.9200 10.0574 12.2115
1094.0000 -0.0582 -0.0688 0.3700 9.9525 9.0903
1094.0000 -0.0582 -0.0688 0.6450 9.9282 10.6753
1094.0000 -0.0582 -0.0688 0.9200 9.9342 11.5707
1095.0000 -0.0582 -0.0645 0.3700 9.8315 8.4160
1095.0000 -0.0582 -0.0645 0.6450 9.8060 10.0242
1095.0000 -0.0582 -0.0645 0.9200 9.8115 10.9258
1096.0000 -0.0582 -0.0602 0.3700 9.7108 7.7369
1096.0000 -0.0582 -0.0602 0.6450 9.6843 9.3688
1096.0000 -0.0582 -0.0602 0.9200 9.6893 10.2768
1097.0000 -0.0582 -0.0559 0.3700 9.5906 7.0528
1097.0000 -0.0582 -0.0559 0.6450 9.5631 8.7091
1097.0000 -0.0582 -0.0559 0.9200 9.5677 9.6238
1098.0000 -0.0582 -0.0516 0.3700 9.4707 6.3637
1098.0000 -0.0582 -0.0516 0.6450 9.4424 8.0450
1098.0000 -0.0582 -0.0516 0.9200 9.4466 8.9665
1099.0000 -0.0582 -0.0473 0.3700 9.3513 5.6694
1099.0000 -0.0582 -0.0473 0.6450 9.3224 7.3763
1099.0000 -0.0582 -0.0473 0.9200 9.3262 8.3048
1100.0000 -0.0582 -0.0430 0.3700 9.2324 4.9699
1100.0000 -0.0582 -0.0430 0.6450 9.2029 6.7030
1100.0000 -0.0582 -0.0430 0.9200 9.2064 7.6388
1101.0000 -0.0582 -0.0387 0.3700 9.1140 4.2650
1101.0000 -0.0582 -0.0387 0.6450 9.0841 6.0249
1101.0000 -0.0582 -0.0387 0.9200 9.0873 6.9681
1102.0000 -0.0582 -0.0344 0.3700 8.9961 3.5545
1102.0000 -0.0582 -0.0344 0.6450 8.9659 5.3418
1102.0000 -0.0582 -0.0344 0.9200 8.9688 6.2927
1103.0000 -0.0582 -0.0301 0.3700 8.8788 2.8383
1103.0000 -0.0582 -0.0301 0.6450 8.8484 4.6536
1103.0000 -0.0582 -0.0301 0.9200 8.8510 5.6124
1104.0000 -0.0582 -0.0258 0.3700 8.7621 2.1161
1104.0000 -0.0582 -0.0258 0.6450 8.7315 3.9601
1104.0000 -0.0582 -0.0258 0.9200 8.7338 4.9270
1105.0000 -0.0582 -0.0215 0.3700 8.6459 1.3877
1105.0000 -0.0582 -0.0215 0.6450 8.6152 3.2610
1105.0000 -0.0582 -0.0215 0.9200 8.6174 4.2363
1106.0000 -0.0582 -0.0172 0.3700 8.5302 0.6529
1106.0000 -0.0582 -0.0172 0.6450 8.4996 2.5562
1106.0000 -0.0582 -0.0172 0.9200 8.5015 3.5401
1107.0000 -0.0582 -0.0129 0.3700 8.4151 -0.0885
1107.0000 -0.0582 -0.0129 0.6450 8.3846 1.8454
1107.0000 -0.0582 -0.0129 0.9200 8.3864 2.8381
1108.0000 -0.0582 -0.0086 0.3700 8.3006 -0.8369
1108.0000 -0.0582 -0.0086 0.6450 8.2702 1.1284
1108.0000 -0.0582 -0.0086 0.9200 8.2718 2.1301
1109.0000 -0.0582 -0.0043 0.3700 8.1865 -1.5924
1109.0000 -0.0582 -0.0043 0.6450 8.1565 0.4048
1109.0000 -0.0582 -0.0043 0.9200 8.1579 1.4158
1110.0000 -0.0582 0.0000 0.3700 8.0730 -2.3554
1110.0000 -0.0582 0.0000 0.6450 8.0433 -0.3255
1110.0000 -0.0582 0.0000 0.9200 8.0446 0.6951
1111.0000 -0.0582 0.0043 0.3700 7.9600 -3.1263
1111.0000 -0.0582 0.0043 0.6450 7.9307 -1.0629
1111.0000 -0.0582 0.0043 0.9200 7.9319 -0.0325
1112.0000 -0.0582 0.0086 0.3700 7.8475 -3.9052
1112.0000 -0.0582 0.0086 0.6450 7.8186 -1.8077
1112.0000 -0.0582 0.0086 0.9200 7.8197 -0.7671
1113.0000 -0.0582 0.0129 0.3700 7.7354 -4.6927
1113.0000 -0.0582 0.0129 0.6450 7.7070 -2.5601
1113.0000 -0.0582 0.0129 0.9200 7.7080 -1.5091
1114.0000 -0.0582 0.0172 0.3700 7.6237 -5.4889
1114.0000 -0.0582 0.0172 0.6450 7.5960 -3.3206
1114.0000 -0.0582 0.0172 0.9200 7.5969 -2.2588
1115.0000 -0.0582 0.0215 0.3700 7.5124 -6.2943
1115.0000 -0.0582 0.0215 0.6450 7.4854 -4.0894
1115.0000 -0.0582 0.0215 0.9200 7.4863 -3.0166
1116.0000 -0.0582 0.0258 0.3700 7.4015 -7.1093
1116.0000 -0.0582 0.0258 0.6450 7.3752 -4.8669
1116.0000 -0.0582 0.0258 0.9200 7.3761 -3.7827
1117.0000 -0.0582 0.0301 0.3700 7.2909 -7.9341
1117.0000 -0.0582 0.0301 0.6450 7.2654 -5.6534
1117.0000 -0.0582 0.0301 0.9200 7.2663 -4.5575
1118.0000 -0.0582 0.0344 0.3700 7.1806 -8.7693
1118.0000 -0.0582 0.0344 0.6450 7.1560 -6.4494
1118.0000 -0.0582 0.0344 0.9200 7.1569 -5.3414
1119.0000 -0.0582 0.0387 0.3700 7.0706 -9.6152
1119.0000 -0.0582 0.0387 0.6450 7.0470 -7.2551
1119.0000 -0.0582 0.0387 0.9200 7.0479 -6.1348
1120.0000 -0.0582 0.0430 0.3700 6.9607 -10.4722
1120.0000 -0.0582 0.0430 0.6450 6.9382 -8.0711
1120.0000 -0.0582 0.0430 0.9200 6.9392 -6.9380
1121.0000 -0.0582 0.0473 0.3700 6.8510 -11.3408
1121.0000 -0.0582 0.0473 0.6450 6.8297 -8.8976
1121.0000 -0.0582 0.0473 0.9200 6.8308 -7.7514
1122.0000 -0.0582 0.0516 0.3700 6.7414 -12.2213
1122.0000 -0.0582 0.0516 0.6450 6.7214 -9.7352
1122.0000 -0.0582 0.0516 0.9200 6.7227 -8.5754
1123.0000 -0.0582 0.0559 0.3700 6.6318 -13.1142
1123.0000 -0.0582 0.0559 0.6450 6.6133 -10.5842
1123.0000 -0.0582 0.0559 0.9200 6.6147 -9.4105
1124.0000 -0.0582 0.0602 0.3700 6.5223 -14.0199
1124.0000 -0.0582 0.0602 0.6450 6.5053 -11.4450
1124.0000 -0.0582 0.0602 0.9200 6.5069 -10.2570
1125.0000 -0.0582 0.0645 0.3700 6.4127 -14.9389
1125.0000 -0.0582 0.0645 0.6450 6.3974 -12.3181
1125.0000 -0.0582 0.0645 0.9200 6.3993 -11.1153
1126.0000 -0.0582 0.0688 0.3700 6.3029 -15.8714
1126.0000 -0.0582 0.0688 0.6450 6.2896 -13.2039
1126.0000 -0.0582 0.0688 0.9200 6.2916 -11.9859
1127.0000 -0.0582 0.0731 0.3700 6.1930 -16.8180
1127.0000 -0.0582 0.0731 0.6450 6.1817 -14.1027
1127.0000 -0.0582 0.0731 0.9200 6.1841 -12.8692
1128.0000 -0.0582 0.0774 0.3700 6.0828 -17.7789
1128.0000 -0.0582 0.0774 0.6450 6.0737 -15.0151
1128.0000 -0.0582 0.0774 0.9200 6.0765 -13.7656
1129.0000 -0.0582 0.0817 0.3700 5.9723 -18.7546
1129.0000 -0.0582 0.0817 0.6450 5.9655 -15.9414
1129.0000 -0.0582 0.0817 0.9200 5.9688 -14.6754
1130.0000 -0.0582 0.0860 0.3700 5.8613 -19.7454
1130.0000 -0.0582 0.0860 0.6450 5.8572 -16.8820
1130.0000 -0.0582 0.0860 0.9200 5.8609 -15.5992
1131.0000 -0.0582 0.0903 0.3700 5.7499 -20.7517
1131.0000 -0.0582 0.0903 0.6450 5.7487 -17.8373
1131.0000 -0.0582 0.0903 0.9200 5.7529 -16.5374
1132.0000 -0.0582 0.0946 0.3700 5.6379 -21.7738
1132.0000 -0.0582 0.0946 0.6450 5.6398 -18.8078
1132.0000 -0.0582 0.0946 0.9200 5.6447 -17.4903
1133.0000 -0.0582 0.0989 0.3700 5.5304 -22.8283
1133.0000 -0.0582 0.0989 0.6450 5.5306 -19.7939
1133.0000 -0.0582 0.0989 0.9200 5.5361 -18.4584
1134.0000 -0.0582 0.1032 0.3700 5.4271 -23.9175
1134.0000 -0.0582 0.1032 0.6450 5.4210 -20.7961
1134.0000 -0.0582 0.1032 0.9200 5.4273 -19.4423
1135.0000 -0.0582 0.1075 0.3700 0.0000 0.0000
1135.0000 -0.0582 0.1075 0.6450 5.3111 -21.8149
1135.0000 -0.0582 0.1075 0.9200 5.3182 -20.4426
1136.0000 -0.0582 0.1118 0.3700 0.0000 0.0000
1136.0000 -0.0582 0.1118 0.6450 5.2028 -22.8490
1136.0000 -0.0582 0.1118 0.9200 5.2087 -21.4602
1137.0000 -0.0582 0.1161 0.3700 0.0000 0.0000
1137.0000 -0.0582 0.1161 0.6450 5.1039 -23.9444
1137.0000 -0.0582 0.1161 0.9200 5.0999 -22.4946
1138.0000 -0.0582 0.1204 0.3700 0.0000 0.0000
1138.0000 -0.0582 0.1204 0.6450 0.0000 0.0000
1138.0000 -0.0582 0.1204 0.9200 4.9979 -23.5802
1139.0000 -0.0582 0.1247 0.3700 0.0000 0.0000
1139.0000 -0.0582 0.1247 0.6450 0.0000 0.0000
1139.0000 -0.0582 0.1247 0.9200 0.0000 0.0000
1140.0000 -0.0582 0.1290 0.3700 0.0000 0.0000
1140.0000 -0.0582 0.1290 0.6450 0.0000 0.0000
1140.0000 -0.0582 0.1290 0.9200 0.0000 0.0000
1141.0000 -0.0545 -0.1226 0.3700 10.9531 17.2823
1141.0000 -0.0545 -0.1226 0.6450 10.9496 18.6151
1141.0000 -0.0545 -0.1226 0.9200 10.9689 19.4532
1142.0000 -0.0545 -0.1183 0.3700 10.8305 16.6662
1142.0000 -0.0545 -0.1183 0.6450 10.8236 18.0140
1142.0000 -0.0545 -0.1183 0.9200 10.8393 18.8517
1143.0000 -0.0545 -0.1140 0.3700 10.7068 16.0441
1143.0000 -0.0545 -0.1140 0.6450 10.6988 17.4103
1143.0000 -0.0545 -0.1140 0.9200 10.7113 18.2492
1144.0000 -0.0545 -0.1097 0.3700 10.5832 15.4174
1144.0000 -0.0545 -0.1097 0.6450 10.5747 16.8033
1144.0000 -0.0545 -0.1097 0.9200 10.5865 17.6467
1145.0000 -0.0545 -0.1054 0.3700 10.4607 14.7875
1145.0000 -0.0545 -0.1054 0.6450 10.4509 16.1923
1145.0000 -0.0545 -0.1054 0.9200 10.4619 17.0403
1146.0000 -0.0545 -0.1011 0.3700 10.3387 14.1537
1146.0000 -0.0545 -0.1011 0.6450 10.3272 15.5773
1146.0000 -0.0545 -0.1011 0.9200 10.3375 16.4300
1147.0000 -0.0545 -0.0968 0.3700 10.2169 13.5154
1147.0000 -0.0545 -0.0968 0.6450 10.2036 14.9580
1147.0000 -0.0545 -0.0968 0.9200 10.2131 15.8155
1148.0000 -0.0545 -0.0925 0.3700 10.0953 12.8726
1148.0000 -0.0545 -0.0925 0.6450 10.0800 14.3345
1148.0000 -0.0545 -0.0925 0.9200 10.0888 15.1969
