       3092.1138 -2.76581e-13
       3093.1901 -1.21944e-13
       3094.2665 -1.24466e-13
       3095.3429 -2.32182e-13
       3096.4193 -3.54733e-13
       3097.4956 -1.94696e-13
       3098.5720 -5.77014e-13
       3099.6484 -2.47832e-13
       3100.7247 -5.01913e-13
       3101.8011 -1.79311e-13
       3102.8775 -1.52747e-13
       3103.9538 -1.87190e-13
       3105.0302 -2.08186e-13
       3106.1066 -9.17885e-14
       3107.1830 -6.71773e-13
       3108.2593 -1.34581e-13
       3109.3357 -1.87197e-13
       3110.4121 -9.31603e-14
       3111.4884 -1.35254e-13
       3112.5648 -1.38022e-13
       3113.6412 -2.73903e-13
       3114.7176 -1.66234e-13
       3115.7939 -1.73168e-13
       3116.8703 -3.37547e-14
       3117.9467 -8.85861e-14
       3119.0230 -4.23493e-13
       3120.0994 -1.31619e-13
       3121.1758 -1.21092e-13
       3122.2522 -1.48069e-13
       3123.3285 -1.25881e-13
       3124.4049 -3.11111e-14
       3125.4813 -1.44918e-13
       3126.5576 -9.92586e-14
       3127.6340 -4.87538e-14
       3128.7104 -1.08805e-13
       3129.7867 -4.62883e-14
       3130.8631 -8.35424e-14
       3131.9395 -8.67581e-14
       3133.0159 -5.20135e-14
       3134.0922 -7.11305e-14
       3135.1686 -5.45184e-14
       3136.2450 -8.81895e-14
       3137.3213 -1.07371e-13
       3138.3977 -5.86227e-14
       3139.4741 -4.30230e-14
       3140.5505 -2.72770e-14
       3141.6268  3.50978e-14
       3142.7032  3.94763e-14
       3143.7796  4.37066e-14
       3144.8559  3.39790e-14
       3145.9323 -9.97888e-15
       3147.0087 -1.82787e-15
       3148.0851 -4.79717e-15
       3149.1614 -1.80742e-14
       3150.2378 -6.20622e-15
       3151.3142 -2.62521e-14
       3152.3905 -8.86903e-15
       3153.4669 -7.93947e-14
       3154.5433 -2.13325e-14
       3155.6196 -3.68235e-14
       3156.6960 -1.95336e-14
       3157.7724 -4.26550e-14
       3158.8488 -5.23666e-14
       3159.9251 -2.91610e-14
       3161.0015 -2.00742e-14
       3162.0779 -2.56445e-14
       3163.1542 -2.63664e-14
       3164.2306 -2.41706e-15
       3165.3070 -2.50000e-14
       3166.3834 -2.01058e-14
       3167.4597 -2.48598e-14
       3168.5361 -2.24660e-14
       3169.6125 -3.94197e-14
       3170.6888  6.72738e-16
       3171.7652 -1.88743e-14
       3172.8416 -4.73334e-14
       3173.9180 -3.38045e-14
       3174.9943 -4.94283e-14
       3176.0707 -1.15491e-14
       3177.1471 -3.69368e-15
       3178.2234 -1.40474e-14
       3179.2998  5.06404e-15
       3180.3762 -3.89281e-14
       3181.4525 -3.38419e-14
       3182.5289 -4.02120e-14
       3183.6053 -2.91149e-14
       3184.6817 -1.24454e-14
       3185.7580 -3.33901e-14
       3186.8344 -3.83866e-14
       3187.9108 -2.20785e-14
       3188.9871 -5.00546e-14
       3190.0635 -4.40136e-14
       3191.1399 -2.58985e-14
       3192.2163 -2.59099e-14
       3193.2926 -5.92098e-15
       3194.3690 -1.77439e-14
       3195.4454 -2.82289e-14
       3196.5217 -1.50032e-14
       3197.5981 -2.64052e-14
       3198.6745 -6.95237e-15
       3199.7509 -1.06425e-14
       3200.8272 -2.17490e-14
       3201.9036 -1.41696e-14
       3202.9800 -2.65813e-14
       3204.0563 -1.16208e-14
       3205.1327 -2.02741e-14
       3206.2091  1.37992e-15
       3207.2854 -7.51334e-15
       3208.3618  3.34401e-14
       3209.4382  2.70123e-14
       3210.5146  4.19414e-14
       3211.5909  3.89364e-14
       3212.6673  9.45748e-15
       3213.7437  5.41646e-14
       3214.8200  2.48497e-14
       3215.8964  1.91592e-14
       3216.9728  8.85984e-15
       3218.0492  8.90841e-15
       3219.1255  2.36226e-14
       3220.2019  9.52357e-15
       3221.2783  3.13033e-15
       3222.3546 -2.61842e-14
       3223.4310 -8.00263e-15
       3224.5074  6.98549e-16
